"row","mtry","node_size","num.trees","OOB_RMSE"
2,1,1,100,0.138104708284688
2,2,1,100,0.140448230064248
2,1,2,100,0.138186940751395
2,2,2,100,0.140407039474303
2,1,3,100,0.138009699155676
2,2,3,100,0.140463929137312
2,1,4,100,0.138042648460947
2,2,4,100,0.140466460498147
2,1,1,200,0.138006703614353
2,2,1,200,0.140312505331052
2,1,2,200,0.138032379875696
2,2,2,200,0.140423403717758
2,1,3,200,0.138045053137719
2,2,3,200,0.140404102912452
2,1,4,200,0.138020186656477
2,2,4,200,0.140321284448779
2,1,1,300,0.138081099068723
2,2,1,300,0.140387487487712
2,1,2,300,0.138030153904267
2,2,2,300,0.140427584581317
2,1,3,300,0.138014664890423
2,2,3,300,0.140400928907009
2,1,4,300,0.138073909022777
2,2,4,300,0.140337156400926
2,1,1,400,0.138019185963849
2,2,1,400,0.140374339106166
2,1,2,400,0.138017826659209
2,2,2,400,0.140356015807209
2,1,3,400,0.138039083330014
2,2,3,400,0.14041945368334
2,1,4,400,0.138032285534024
2,2,4,400,0.140358066945466
2,1,1,500,0.138047416384011
2,2,1,500,0.140370410520698
2,1,2,500,0.138062511830023
2,2,2,500,0.140366711403159
2,1,3,500,0.138000919016265
2,2,3,500,0.140366537142258
2,1,4,500,0.138031961025346
2,2,4,500,0.140397032181286
